"DateTime","Players","Average Players"
"2025-09-20 00:00:00",6572,8603
"2025-09-20 01:00:00",6585,8839
"2025-09-20 02:00:00",6735,9065
"2025-09-20 03:00:00",6706,9290
"2025-09-20 04:00:00",6592,9515
"2025-09-20 05:00:00",6127,9737
"2025-09-20 06:00:00",5731,9964
"2025-09-20 07:00:00",5390,10178
"2025-09-20 08:00:00",5456,10384
"2025-09-20 09:00:00",5593,10593
"2025-09-20 10:00:00",5987,10812
"2025-09-20 11:00:00",6391,11033
"2025-09-20 12:00:00",7049,11270
"2025-09-20 13:00:00",8048,11528
"2025-09-20 14:00:00",9049,11799
"2025-09-20 15:00:00",9824,12095
"2025-09-20 16:00:00",10308,12406
"2025-09-20 17:00:00",11305,12737
"2025-09-20 18:00:00",12258,13075
"2025-09-20 19:00:00",12768,13411
"2025-09-20 20:00:00",13243,13746
"2025-09-20 21:00:00",13220,14062
"2025-09-20 22:00:00",12978,14370
"2025-09-20 23:00:00",12553,14645
"2025-09-21 00:00:00",12306,14895
"2025-09-21 01:00:00",12094,15123
"2025-09-21 02:00:00",12244,15336
"2025-09-21 03:00:00",12214,15531
"2025-09-21 04:00:00",12075,15706
"2025-09-21 05:00:00",11735,15819
"2025-09-21 06:00:00",11078,15878
"2025-09-21 07:00:00",10537,15900
"2025-09-21 08:00:00",10686,15905
"2025-09-21 09:00:00",11058,15917
"2025-09-21 10:00:00",11527,15942
"2025-09-21 11:00:00",12317,15982
"2025-09-21 12:00:00",13453,16035
"2025-09-21 13:00:00",14764,16098
"2025-09-21 14:00:00",16376,16171
"2025-09-21 15:00:00",17519,16244
"2025-09-21 16:00:00",18493,16336
"2025-09-21 17:00:00",19639,16443
"2025-09-21 18:00:00",20568,16550
"2025-09-21 19:00:00",21047,16670
"2025-09-21 20:00:00",21068,16807
"2025-09-21 21:00:00",20896,16945
"2025-09-21 22:00:00",19853,17078
"2025-09-21 23:00:00",18779,17215
"2025-09-22 00:00:00",17970,17371
"2025-09-22 01:00:00",17401,17558
"2025-09-22 02:00:00",17105,17776
"2025-09-22 03:00:00",16575,18006
"2025-09-22 04:00:00",14872,18223
"2025-09-22 05:00:00",13195,18416
"2025-09-22 06:00:00",11622,18571
"2025-09-22 07:00:00",10614,18714
"2025-09-22 08:00:00",10918,18853
"2025-09-22 09:00:00",11594,18976
"2025-09-22 10:00:00",12415,19098
"2025-09-22 11:00:00",13500,19223
"2025-09-22 12:00:00",14842,19352
"2025-09-22 13:00:00",16359,19490
"2025-09-22 14:00:00",17951,19640
"2025-09-22 15:00:00",19531,19800
"2025-09-22 16:00:00",20835,19984
"2025-09-22 17:00:00",21981,20176
"2025-09-22 18:00:00",23236,20363
"2025-09-22 19:00:00",24136,20577
"2025-09-22 20:00:00",24198,20789
"2025-09-22 21:00:00",23924,21002
"2025-09-22 22:00:00",23044,21213
"2025-09-22 23:00:00",22471,21428
"2025-09-23 00:00:00",22474,21637
"2025-09-23 01:00:00",22728,21850
"2025-09-23 02:00:00",22772,22064
"2025-09-23 03:00:00",22038,22259
"2025-09-23 04:00:00",19834,22434
"2025-09-23 05:00:00",17263,22604
"2025-09-23 06:00:00",15406,22751
"2025-09-23 07:00:00",14300,22855
"2025-09-23 08:00:00",14182,22938
"2025-09-23 09:00:00",14783,23015
"2025-09-23 10:00:00",15692,23103
"2025-09-23 11:00:00",16852,23193
"2025-09-23 12:00:00",18419,23306
"2025-09-23 13:00:00",20261,23438
"2025-09-23 14:00:00",22085,23589
"2025-09-23 15:00:00",24272,23755
"2025-09-23 16:00:00",25785,23928
"2025-09-23 17:00:00",26797,24126
"2025-09-23 18:00:00",28709,24367
"2025-09-23 19:00:00",29544,24624
"2025-09-23 20:00:00",29670,24882
"2025-09-23 21:00:00",29338,25138
"2025-09-23 22:00:00",28510,25392
"2025-09-23 23:00:00",27686,25602
"2025-09-24 00:00:00",27727,25798
"2025-09-24 01:00:00",27953,25976
"2025-09-24 02:00:00",27536,26138
"2025-09-24 03:00:00",26296,26297
"2025-09-24 04:00:00",24078,26435
"2025-09-24 05:00:00",20924,26556
"2025-09-24 06:00:00",17915,26659
"2025-09-24 07:00:00",16278,26759
"2025-09-24 08:00:00",16018,26867
"2025-09-24 09:00:00",16895,27000
"2025-09-24 10:00:00",17849,27135
"2025-09-24 11:00:00",19602,27292
"2025-09-24 12:00:00",21634,27469
"2025-09-24 13:00:00",23969,27658
"2025-09-24 14:00:00",26110,27867
"2025-09-24 15:00:00",28476,28117
"2025-09-24 16:00:00",30658,28390
"2025-09-24 17:00:00",32774,28639
"2025-09-24 18:00:00",35136,28873
"2025-09-24 19:00:00",35957,29095
"2025-09-24 20:00:00",36077,29343
"2025-09-24 21:00:00",35686,29594
"2025-09-24 22:00:00",33651,29842
"2025-09-24 23:00:00",32468,30103
"2025-09-25 00:00:00",32015,30352
"2025-09-25 01:00:00",31857,30573
"2025-09-25 02:00:00",31432,30758
"2025-09-25 03:00:00",29611,30931
"2025-09-25 04:00:00",27013,31113
"2025-09-25 05:00:00",23529,31301
"2025-09-25 06:00:00",20517,31483
"2025-09-25 07:00:00",19147,31659
"2025-09-25 08:00:00",19529,31825
"2025-09-25 09:00:00",20487,31980
"2025-09-25 10:00:00",21926,32133
"2025-09-25 11:00:00",24174,32297
"2025-09-25 12:00:00",26478,32488
"2025-09-25 13:00:00",29316,32696
"2025-09-25 14:00:00",32589,32932
"2025-09-25 15:00:00",35484,33189
"2025-09-25 16:00:00",36800,33435
"2025-09-25 17:00:00",38435,33705
"2025-09-25 18:00:00",40439,33981
"2025-09-25 19:00:00",41995,34291
"2025-09-25 20:00:00",42195,34599
"2025-09-25 21:00:00",41951,34935
"2025-09-25 22:00:00",40376,35278
"2025-09-25 23:00:00",38953,35635
"2025-09-26 00:00:00",37757,35969
"2025-09-26 01:00:00",36580,36254
"2025-09-26 02:00:00",35920,36521
"2025-09-26 03:00:00",34450,36778
"2025-09-26 04:00:00",32107,37037
"2025-09-26 05:00:00",28444,37299
"2025-09-26 06:00:00",25217,37563
"2025-09-26 07:00:00",23442,37827
"2025-09-26 08:00:00",23483,38079
"2025-09-26 09:00:00",24269,38384
"2025-09-26 10:00:00",25925,38720
"2025-09-26 11:00:00",28906,39079
"2025-09-26 12:00:00",31583,39429
"2025-09-26 13:00:00",35017,39804
"2025-09-26 14:00:00",38749,40190
"2025-09-26 15:00:00",41555,40566
"2025-09-26 16:00:00",43663,40956
"2025-09-26 17:00:00",45545,41370
"2025-09-26 18:00:00",48400,41825
"2025-09-26 19:00:00",49897,42264
"2025-09-26 20:00:00",50908,42699
"2025-09-26 21:00:00",50758,43106
"2025-09-26 22:00:00",49633,43516
"2025-09-26 23:00:00",47738,43874
"2025-09-27 00:00:00",45345,44194
"2025-09-27 01:00:00",43713,44494
"2025-09-27 02:00:00",42641,44796
"2025-09-27 03:00:00",41188,45110
"2025-09-27 04:00:00",39002,45430
"2025-09-27 05:00:00",35419,45751
"2025-09-27 06:00:00",32326,46084
"2025-09-27 07:00:00",30303,46397
"2025-09-27 08:00:00",31990,46719
"2025-09-27 09:00:00",33653,47047
"2025-09-27 10:00:00",35867,47404
"2025-09-27 11:00:00",38476,47785
"2025-09-27 12:00:00",41742,48210
"2025-09-27 13:00:00",45447,48668
"2025-09-27 14:00:00",48872,49172
"2025-09-27 15:00:00",51924,49767
"2025-09-27 16:00:00",54711,50421
"2025-09-27 17:00:00",57646,51104
"2025-09-27 18:00:00",60002,51816
"2025-09-27 19:00:00",61197,52575
"2025-09-27 20:00:00",61293,53296
"2025-09-27 21:00:00",61121,53992
"2025-09-27 22:00:00",58559,54589
"2025-09-27 23:00:00",55805,55089
"2025-09-28 00:00:00",52930,55492
"2025-09-28 01:00:00",51473,55896
"2025-09-28 02:00:00",50802,56312
"2025-09-28 03:00:00",49470,56669
"2025-09-28 04:00:00",47307,56934
"2025-09-28 05:00:00",44066,57097
"2025-09-28 06:00:00",40393,57172
"2025-09-28 07:00:00",38185,57177
"2025-09-28 08:00:00",39777,57149
"2025-09-28 09:00:00",42184,57063
"2025-09-28 10:00:00",45258,56959
"2025-09-28 11:00:00",49049,56831
"2025-09-28 12:00:00",53321,56695
"2025-09-28 13:00:00",58556,56576
"2025-09-28 14:00:00",64830,56495
"2025-09-28 15:00:00",69544,56419
"2025-09-28 16:00:00",72932,56375
"2025-09-28 17:00:00",77004,56417
"2025-09-28 18:00:00",80972,56485
"2025-09-28 19:00:00",81289,56549
"2025-09-28 20:00:00",80648,56636
"2025-09-28 21:00:00",77795,56712
"2025-09-28 22:00:00",72434,56782
"2025-09-28 23:00:00",66706,56884
"2025-09-29 00:00:00",63855,57059
"2025-09-29 01:00:00",62605,57288
"2025-09-29 02:00:00",60037,57522
"2025-09-29 03:00:00",55670,57741
"2025-09-29 04:00:00",50061,57912
"2025-09-29 05:00:00",44110,58025
"2025-09-29 06:00:00",38220,58063
"2025-09-29 07:00:00",34903,58081
"2025-09-29 08:00:00",34252,58068
"2025-09-29 09:00:00",35707,58033
"2025-09-29 10:00:00",37506,57988
"2025-09-29 11:00:00",40557,57943
"2025-09-29 12:00:00",44764,57917
"2025-09-29 13:00:00",50088,57891
"2025-09-29 14:00:00",55757,57859
"2025-09-29 15:00:00",61231,57858
"2025-09-29 16:00:00",66945,57921
"2025-09-29 17:00:00",71174,57985
"2025-09-29 18:00:00",75227,58061
"2025-09-29 19:00:00",76527,58146
"2025-09-29 20:00:00",76518,58245
"2025-09-29 21:00:00",74494,58351
"2025-09-29 22:00:00",71344,58483
"2025-09-29 23:00:00",68057,58634
"2025-09-30 00:00:00",66904,58785
"2025-09-30 01:00:00",66550,58925
"2025-09-30 02:00:00",64768,59069
"2025-09-30 03:00:00",60179,59214
"2025-09-30 04:00:00",53723,59360
"2025-09-30 05:00:00",46217,59473
"2025-09-30 06:00:00",40089,59580
"2025-09-30 07:00:00",36704,59681
"2025-09-30 08:00:00",35746,59787
"2025-09-30 09:00:00",37415,59901
"2025-09-30 10:00:00",39620,60026
"2025-09-30 11:00:00",43361,60173
"2025-09-30 12:00:00",47578,60321
"2025-09-30 13:00:00",53012,60479
"2025-09-30 14:00:00",59496,60659
"2025-09-30 15:00:00",66170,60844
"2025-09-30 16:00:00",71867,61016
"2025-09-30 17:00:00",76541,61196
"2025-09-30 18:00:00",80514,61339
"2025-09-30 19:00:00",82031,61485
"2025-09-30 20:00:00",81918,61622
"2025-09-30 21:00:00",79818,61759
"2025-09-30 22:00:00",76204,61888
"2025-09-30 23:00:00",72120,62003
"2025-10-01 00:00:00",70163,62115
"2025-10-01 01:00:00",69566,62224
"2025-10-01 02:00:00",67886,62344
"2025-10-01 03:00:00",63785,62467
"2025-10-01 04:00:00",56916,62552
"2025-10-01 05:00:00",49295,62639
"2025-10-01 06:00:00",42971,62711
"2025-10-01 07:00:00",39946,62773
"2025-10-01 08:00:00",39181,62828
"2025-10-01 09:00:00",41031,62929
"2025-10-01 10:00:00",43715,63041
"2025-10-01 11:00:00",47483,63157
"2025-10-01 12:00:00",51993,63287
"2025-10-01 13:00:00",57824,63443
"2025-10-01 14:00:00",63869,63610
"2025-10-01 15:00:00",70074,63801
"2025-10-01 16:00:00",75848,63989
"2025-10-01 17:00:00",79175,64150
"2025-10-01 18:00:00",83115,64309
"2025-10-01 19:00:00",84383,64442
"2025-10-01 20:00:00",84277,64585
"2025-10-01 21:00:00",82114,64725
"2025-10-01 22:00:00",78409,64852
"2025-10-01 23:00:00",74683,64979
"2025-10-02 00:00:00",72699,65094
"2025-10-02 01:00:00",72455,65199
"2025-10-02 02:00:00",70659,65254
"2025-10-02 03:00:00",65312,65275
"2025-10-02 04:00:00",58598,65300
"2025-10-02 05:00:00",50523,65324
"2025-10-02 06:00:00",43600,65366
"2025-10-02 07:00:00",40190,65413
"2025-10-02 08:00:00",41031,65502
"2025-10-02 09:00:00",43042,65628
"2025-10-02 10:00:00",45862,65766
"2025-10-02 11:00:00",49949,65918
"2025-10-02 12:00:00",55238,66091
"2025-10-02 13:00:00",61704,66267
"2025-10-02 14:00:00",69007,66476
"2025-10-02 15:00:00",75026,66661
"2025-10-02 16:00:00",80577,66817
"2025-10-02 17:00:00",83845,66941
"2025-10-02 18:00:00",86968,67045
"2025-10-02 19:00:00",88581,67132
"2025-10-02 20:00:00",88457,67239
"2025-10-02 21:00:00",85843,67364
"2025-10-02 22:00:00",81877,67538
"2025-10-02 23:00:00",77749,67732
"2025-10-03 00:00:00",75148,67900
"2025-10-03 01:00:00",72983,67983
"2025-10-03 02:00:00",70645,68051
"2025-10-03 03:00:00",65382,68136
"2025-10-03 04:00:00",58877,68258
"2025-10-03 05:00:00",51915,68427
"2025-10-03 06:00:00",45457,68631
"2025-10-03 07:00:00",42638,68863
"2025-10-03 08:00:00",44894,69110
"2025-10-03 09:00:00",47286,69370
"2025-10-03 10:00:00",50421,69669
"2025-10-03 11:00:00",54895,69989
"2025-10-03 12:00:00",59859,70312
"2025-10-03 13:00:00",66811,70661
"2025-10-03 14:00:00",73231,70980
"2025-10-03 15:00:00",78271,71280
"2025-10-03 16:00:00",82547,71569
"2025-10-03 17:00:00",85526,71851
"2025-10-03 18:00:00",87739,72121
"2025-10-03 19:00:00",90157,72445
"2025-10-03 20:00:00",91090,72766
"2025-10-03 21:00:00",90635,73104
"2025-10-03 22:00:00",87820,73441
"2025-10-03 23:00:00",83057,73750
"2025-10-04 00:00:00",78390,73994
"2025-10-04 01:00:00",75973,74226
"2025-10-04 02:00:00",74309,74436
"2025-10-04 03:00:00",70407,74643
"2025-10-04 04:00:00",65131,74880
"2025-10-04 05:00:00",59246,75142
"2025-10-04 06:00:00",53609,75409
"2025-10-04 07:00:00",50346,75662
"2025-10-04 08:00:00",52889,75905
"2025-10-04 09:00:00",56700,76182
"2025-10-04 10:00:00",60441,76493
"2025-10-04 11:00:00",65359,76822
"2025-10-04 12:00:00",71024,77167
"2025-10-04 13:00:00",77467,77512
"2025-10-04 14:00:00",83857,77882
"2025-10-04 15:00:00",89418,78332
"2025-10-04 16:00:00",93733,78815
"2025-10-04 17:00:00",96946,79317
"2025-10-04 18:00:00",100867,79919
"2025-10-04 19:00:00",102407,80498
"2025-10-04 20:00:00",102340,81036
"2025-10-04 21:00:00",100950,81537
"2025-10-04 22:00:00",97437,81939
"2025-10-04 23:00:00",91583,82222
"2025-10-05 00:00:00",86623,82458
"2025-10-05 01:00:00",82677,82704
"2025-10-05 02:00:00",79781,82948
"2025-10-05 03:00:00",76148,83158
"2025-10-05 04:00:00",71082,83306
"2025-10-05 05:00:00",64722,83368
"2025-10-05 06:00:00",58818,83346
"2025-10-05 07:00:00",54830,83255
"2025-10-05 08:00:00",57685,83158
"2025-10-05 09:00:00",62420,82997
"2025-10-05 10:00:00",66604,82786
"2025-10-05 11:00:00",71616,82555
"2025-10-05 12:00:00",77677,82311
"2025-10-05 13:00:00",85250,82080
"2025-10-05 14:00:00",94818,81923
"2025-10-05 15:00:00",101851,81776
"2025-10-05 16:00:00",106825,81677
"2025-10-05 17:00:00",113084,81709
"2025-10-05 18:00:00",116750,81746
"2025-10-05 19:00:00",117336,81767
"2025-10-05 20:00:00",116460,81791
"2025-10-05 21:00:00",111113,81751
"2025-10-05 22:00:00",103139,81684
"2025-10-05 23:00:00",95355,81646
"2025-10-06 00:00:00",92295,81718
"2025-10-06 01:00:00",89398,81848
"2025-10-06 02:00:00",84676,81978
"2025-10-06 03:00:00",77878,82061
"2025-10-06 04:00:00",69236,81982
"2025-10-06 05:00:00",59118,81881
"2025-10-06 06:00:00",50612,81718
"2025-10-06 07:00:00",45928,81423
"2025-10-06 08:00:00",44796,81120
"2025-10-06 09:00:00",46601,80795
"2025-10-06 10:00:00",49578,80453
"2025-10-06 11:00:00",53486,80086
"2025-10-06 12:00:00",58887,79706
"2025-10-06 13:00:00",66668,79327
"2025-10-06 14:00:00",75069,78917
"2025-10-06 15:00:00",83569,78545
"2025-10-06 16:00:00",91599,78229
"2025-10-06 17:00:00",98254,77825
"2025-10-06 18:00:00",101930,77419
"2025-10-06 19:00:00",103360,77047
"2025-10-06 20:00:00",103283,76701
"2025-10-06 21:00:00",101208,76427
"2025-10-06 22:00:00",96641,76224
"2025-10-06 23:00:00",92253,76090
"2025-10-07 00:00:00",90890,75966
"2025-10-07 01:00:00",89876,75890
"2025-10-07 02:00:00",86235,75840
"2025-10-07 03:00:00",75209,75704
"2025-10-07 04:00:00",69602,75717
"2025-10-07 05:00:00",59249,75650
"2025-10-07 06:00:00",44828,75466
"2025-10-07 07:00:00",44274,75509
"2025-10-07 08:00:00",45316,75537
"2025-10-07 09:00:00",47693,75554
"2025-10-07 10:00:00",50799,75582
"2025-10-07 11:00:00",54864,75611
"2025-10-07 12:00:00",60187,75632
"2025-10-07 13:00:00",67867,75657
"2025-10-07 14:00:00",76642,75674
"2025-10-07 15:00:00",84580,75669
"2025-10-07 16:00:00",87682,75580
"2025-10-07 17:00:00",94297,75578
"2025-10-07 18:00:00",98806,75578
"2025-10-07 19:00:00",100706,75585
"2025-10-07 20:00:00",100618,75578
"2025-10-07 21:00:00",98204,75559
"2025-10-07 22:00:00",93189,75534
"2025-10-07 23:00:00",87320,75470
"2025-10-08 00:00:00",86191,75429
"2025-10-08 01:00:00",85189,75372
"2025-10-08 02:00:00",82124,75319
"2025-10-08 03:00:00",75351,75362
"2025-10-08 04:00:00",65694,75309
"2025-10-08 05:00:00",56431,75281
"2025-10-08 06:00:00",49111,75413
"2025-10-08 07:00:00",45013,75452
"2025-10-08 08:00:00",44785,75467
"2025-10-08 09:00:00",47530,75504
"2025-10-08 10:00:00",50497,75534
"2025-10-08 11:00:00",54234,75563
"2025-10-08 12:00:00",59849,75611
"2025-10-08 13:00:00",66638,75626
"2025-10-08 14:00:00",74877,75644
"2025-10-08 15:00:00",84687,75711
"2025-10-08 16:00:00",92698,75859
"2025-10-08 17:00:00",98388,75959
"2025-10-08 18:00:00",102675,76041
"2025-10-08 19:00:00",103819,76095
"2025-10-08 20:00:00",103623,76144
"2025-10-08 21:00:00",101481,76196
"2025-10-08 22:00:00",96285,76242
"2025-10-08 23:00:00",91546,76318
"2025-10-09 00:00:00",89489,76358
"2025-10-09 01:00:00",87961,76364
"2025-10-09 02:00:00",84468,76354
"2025-10-09 03:00:00",77943,76362
"2025-10-09 04:00:00",68199,76385
"2025-10-09 05:00:00",58138,76415
"2025-10-09 06:00:00",50434,76459
"2025-10-09 07:00:00",46798,76517
"2025-10-09 08:00:00",47345,76593
"2025-10-09 09:00:00",49943,76673
"2025-10-09 10:00:00",53304,76771
"2025-10-09 11:00:00",57760,76898
"2025-10-09 12:00:00",62731,77018
"2025-10-09 13:00:00",70613,77196
"2025-10-09 14:00:00",78956,77386
"2025-10-09 15:00:00",86217,77490
"2025-10-09 16:00:00",92789,77449
"2025-10-09 17:00:00",97676,77347
"2025-10-09 18:00:00",101362,77203
"2025-10-09 19:00:00",102356,77049
"2025-10-09 20:00:00",101880,76901
"2025-10-09 21:00:00",99583,76760
"2025-10-09 22:00:00",94448,76651
"2025-10-09 23:00:00",88972,76546
"2025-10-10 00:00:00",85535,76404
"2025-10-10 01:00:00",83653,76235
"2025-10-10 02:00:00",80825,76052
"2025-10-10 03:00:00",75336,75901
"2025-10-10 04:00:00",67340,75832
"2025-10-10 05:00:00",58758,75843
"2025-10-10 06:00:00",51203,75899
"2025-10-10 07:00:00",47386,75987
"2025-10-10 08:00:00",48438,76100
"2025-10-10 09:00:00",51498,76250
"2025-10-10 10:00:00",55507,76435
"2025-10-10 11:00:00",60617,76640
"2025-10-10 12:00:00",67496,76903
"2025-10-10 13:00:00",75954,77177
"2025-10-10 14:00:00",83086,77396
"2025-10-10 15:00:00",83388,77419
"2025-10-10 16:00:00",87293,77437
"2025-10-10 17:00:00",90435,77411
"2025-10-10 18:00:00",93659,77364
"2025-10-10 19:00:00",95479,77320
"2025-10-10 20:00:00",95724,77279
"2025-10-10 21:00:00",95486,77288
"2025-10-10 22:00:00",91864,77323
"2025-10-10 23:00:00",86415,77343
"2025-10-11 00:00:00",81823,77317
"2025-10-11 01:00:00",77799,77212
"2025-10-11 02:00:00",75166,77101
"2025-10-11 03:00:00",72017,77041
"2025-10-11 04:00:00",66839,77050
"2025-10-11 05:00:00",61012,77149
"2025-10-11 06:00:00",56018,77328
"2025-10-11 07:00:00",53048,77527
"2025-10-11 08:00:00",55862,77783
"2025-10-11 09:00:00",60123,78091
"2025-10-11 10:00:00",64395,78420
"2025-10-11 11:00:00",69847,78764
"2025-10-11 12:00:00",76504,79102
"2025-10-11 13:00:00",83389,79392
"2025-10-11 14:00:00",90354,79675
"2025-10-11 15:00:00",95752,80111
"2025-10-11 16:00:00",100079,80561
"2025-10-11 17:00:00",102787,81007
"2025-10-11 18:00:00",104773,81431
"2025-10-11 19:00:00",105409,81825
"2025-10-11 20:00:00",105219,82197
"2025-10-11 21:00:00",103922,82519
"2025-10-11 22:00:00",99241,82755
"2025-10-11 23:00:00",92838,82918
"2025-10-12 00:00:00",86896,83016
"2025-10-12 01:00:00",82194,83105
"2025-10-12 02:00:00",78458,83183
"2025-10-12 03:00:00",74481,83235
"2025-10-12 04:00:00",70271,83286
"2025-10-12 05:00:00",64914,83319
"2025-10-12 06:00:00",59574,83318
"2025-10-12 07:00:00",57161,83320
"2025-10-12 08:00:00",61257,83348
"2025-10-12 09:00:00",66491,83360
"2025-10-12 10:00:00",71198,83354
"2025-10-12 11:00:00",76680,83338
"2025-10-12 12:00:00",83045,83305
"2025-10-12 13:00:00",89833,83269
"2025-10-12 14:00:00",97163,83251
"2025-10-12 15:00:00",102627,83239
"2025-10-12 16:00:00",107531,83275
"2025-10-12 17:00:00",111389,83383
"2025-10-12 18:00:00",113774,83515
"2025-10-12 19:00:00",113603,83629
"2025-10-12 20:00:00",111906,83707
"2025-10-12 21:00:00",106090,83665
"2025-10-12 22:00:00",97631,83522
"2025-10-12 23:00:00",89101,83334
"2025-10-13 00:00:00",84044,83196
"2025-10-13 01:00:00",80993,83123
"2025-10-13 02:00:00",77203,83054
"2025-10-13 03:00:00",70643,82913
"2025-10-13 04:00:00",63568,82681
"2025-10-13 05:00:00",56225,82380
"2025-10-13 06:00:00",49566,82029
"2025-10-13 07:00:00",45891,81639
"2025-10-13 08:00:00",45907,81132
"2025-10-13 09:00:00",48327,80544
"2025-10-13 10:00:00",51760,79923
