date,time,players
10-14,15:50:00,736159
10-14,16:00:00,732829
10-14,16:10:00,731042
10-14,16:20:00,726246
10-14,16:30:00,725881
10-14,16:40:00,718586
10-14,16:50:00,712423
10-14,17:00:00,705256
10-14,17:10:00,710380
10-14,17:20:00,709780
10-14,17:30:00,708945
10-14,17:40:00,709229
10-14,17:50:00,699411
10-14,18:00:00,703343
10-14,18:10:00,702382
10-14,18:20:00,699992
10-14,18:30:00,679818
10-14,18:40:00,677158
10-14,18:50:00,677598
10-14,19:00:00,673167
10-14,19:10:00,668054
10-14,19:20:00,666769
10-14,19:30:00,658923
10-14,19:40:00,644865
10-14,19:50:00,633314
10-14,20:00:00,621259
10-14,20:10:00,609490
10-14,20:20:00,591682
10-14,20:30:00,582880
10-14,20:40:00,579050
10-14,20:50:00,562103
10-14,21:00:00,543753
10-14,21:10:00,527725
10-14,21:20:00,517338
10-14,21:30:00,506455
10-14,21:40:00,491356
10-14,21:50:00,478914
10-14,22:00:00,474227
10-14,22:10:00,349696
10-14,22:20:00,364366
10-14,22:30:00,372891
10-14,22:40:00,368295
10-14,22:50:00,364912
10-14,23:00:00,360304
10-14,23:10:00,361917
10-14,23:20:00,374314
10-14,23:30:00,373171
10-14,23:40:00,370081
10-14,23:50:00,366024
10-15,00:00:00,362237
10-15,00:10:00,357145
10-15,00:20:00,358016
10-15,00:30:00,358467
10-15,00:40:00,359166
10-15,00:50:00,354854
10-15,01:00:00,350255
10-15,01:10:00,355350
10-15,01:20:00,361470
10-15,01:30:00,362693
10-15,01:40:00,363816
10-15,01:50:00,364241
10-15,02:00:00,367376
10-15,02:10:00,369793
10-15,02:20:00,373504
10-15,02:30:00,358637
10-15,02:40:00,367619
10-15,02:50:00,369050
10-15,03:00:00,365790
10-15,03:10:00,369797
10-15,03:20:00,372896
10-15,03:30:00,372945
10-15,03:40:00,370991
10-15,03:50:00,368189
10-15,04:00:00,366944
10-15,04:10:00,366302
10-15,04:20:00,368591
10-15,04:30:00,370597
10-15,04:40:00,371116
10-15,04:50:00,366957
10-15,05:00:00,362487
10-15,05:10:00,366656
10-15,05:20:00,368616
10-15,05:30:00,368043
10-15,05:40:00,368106
10-15,05:50:00,368097
10-15,06:00:00,369514
10-15,06:10:00,369163
10-15,06:20:00,371041
10-15,06:30:00,366660
10-15,06:40:00,369345
10-15,06:50:00,368265
10-15,07:00:00,364819
10-15,07:10:00,373290
10-15,07:20:00,381127
10-15,07:30:00,384469
10-15,07:40:00,375863
10-15,07:50:00,381250
10-15,08:00:00,389495
10-15,08:10:00,395353
10-15,08:20:00,400526
10-15,08:30:00,404330
10-15,08:40:00,411515
10-15,08:50:00,409946
10-15,09:00:00,409012
10-15,09:10:00,420519
10-15,09:20:00,428635
10-15,09:30:00,430653
10-15,09:40:00,429989
10-15,09:50:00,429038
10-15,10:00:00,437064
10-15,10:10:00,444803
10-15,10:20:00,448645
10-15,10:30:00,442141
10-15,10:40:00,460114
10-15,10:50:00,465284
10-15,11:00:00,469535
10-15,11:10:00,483437
10-15,11:20:00,498178
10-15,11:30:00,513028
10-15,11:40:00,528826
10-15,11:50:00,541506
10-15,12:00:00,553928
10-15,12:10:00,559947
10-15,12:20:00,573808
10-15,12:30:00,593406
10-15,12:40:00,607090
10-15,12:50:00,614419
10-15,13:00:00,624347
10-15,13:10:00,640343
10-15,13:20:00,655068
10-15,13:30:00,667807
10-15,13:40:00,676842
10-15,13:50:00,683242
10-15,14:00:00,691656
10-15,14:10:00,702382
10-15,14:20:00,712833
10-15,14:30:00,716025
10-15,14:40:00,719904
10-15,14:50:00,718245
10-15,15:00:00,713081
10-15,15:10:00,716374
10-15,15:20:00,713527
10-15,15:30:00,713728
10-15,15:40:00,710764
10-15,15:50:00,708284
10-15,16:00:00,703430
10-15,16:10:00,697489
10-15,16:20:00,693968
10-15,16:30:00,691988
10-15,16:40:00,692088
10-15,16:50:00,688613
10-15,17:00:00,685497
10-15,17:10:00,689240
10-15,17:20:00,691986
10-15,17:30:00,690201
10-15,17:40:00,683890
10-15,17:50:00,682955
10-15,18:00:00,684322
10-15,18:10:00,681506
10-15,18:20:00,681090
10-15,18:30:00,679006
10-15,18:40:00,660410
10-15,18:50:00,653879
