date,time,players
10-12,00:00:00,71632
10-12,01:00:00,71097
10-12,02:00:00,74541
10-12,03:00:00,77386
10-12,04:00:00,82404
10-12,05:00:00,86640
10-12,06:00:00,91827
10-12,07:00:00,99722
10-12,08:00:00,106037
10-12,09:00:00,111504
10-12,10:00:00,116409
10-12,11:00:00,120487
10-12,12:00:00,124301
10-12,13:00:00,126097
10-12,14:00:00,125934
10-12,15:00:00,121902
10-12,16:00:00,114190
10-12,17:00:00,105924
10-12,18:00:00,98807
10-12,19:00:00,93004
10-12,20:00:00,85995
10-12,21:00:00,78050
10-12,22:00:00,71367
10-12,23:00:00,67098
10-13,00:00:00,70523
10-13,01:00:00,79502
10-13,02:00:00,86342
10-13,03:00:00,86737
10-13,04:00:00,89427
10-13,05:00:00,90943
10-13,06:00:00,97065
10-13,07:00:00,101813
10-13,08:00:00,105713
10-13,09:00:00,107401
10-13,10:00:00,107201
10-13,11:00:00,111273
10-13,12:00:00,117104
10-13,13:00:00,120446
10-13,14:00:00,120640
10-13,15:00:00,118411
10-13,16:00:00,111188
10-13,17:00:00,102955
10-13,18:00:00,97618
10-13,19:00:00,89769
10-13,20:00:00,84631
10-13,21:00:00,77369
10-13,22:00:00,71964
10-13,23:00:00,67604
10-13,23:10:00,66971
10-13,23:20:00,66840
10-13,23:30:00,67690
10-13,23:40:00,67861
10-13,23:50:00,67519
10-14,00:00:00,66051
10-14,00:10:00,66757
10-14,00:20:00,68959
10-14,00:30:00,69930
10-14,00:40:00,71188
10-14,00:50:00,71807
10-14,01:00:00,72156
10-14,01:10:00,74034
10-14,01:20:00,77125
10-14,01:30:00,78611
10-14,01:40:00,79705
10-14,01:50:00,80252
10-14,02:00:00,76695
10-14,02:10:00,78397
10-14,02:20:00,81012
10-14,02:30:00,82114
10-14,02:40:00,84477
10-14,02:50:00,85620
10-14,03:00:00,86019
10-14,03:10:00,84026
10-14,03:20:00,85115
10-14,03:30:00,85446
10-14,03:40:00,85283
10-14,03:50:00,85223
10-14,04:00:00,85689
10-14,04:10:00,86165
10-14,04:20:00,88025
10-14,04:30:00,88575
10-14,04:40:00,89091
10-14,04:50:00,89217
10-14,05:00:00,87883
10-14,05:10:00,88340
10-14,05:20:00,89861
10-14,05:30:00,90282
10-14,05:40:00,90994
10-14,05:50:00,91272
10-14,06:00:00,90734
10-14,06:10:00,91965
10-14,06:20:00,94313
10-14,06:30:00,95334
10-14,06:40:00,96198
10-14,06:50:00,95368
10-14,07:00:00,95224
10-14,07:10:00,97364
10-14,07:20:00,99198
10-14,07:30:00,100624
10-14,07:40:00,101407
10-14,07:50:00,102013
10-14,08:00:00,101694
10-14,08:10:00,102102
10-14,08:20:00,104565
10-14,08:30:00,105145
10-14,08:40:00,104487
10-14,08:50:00,104955
10-14,09:00:00,105619
10-14,09:10:00,105638
10-14,09:20:00,107152
10-14,09:30:00,107703
10-14,09:40:00,106931
10-14,09:50:00,107233
10-14,10:00:00,106622
10-14,10:10:00,105112
10-14,10:20:00,106837
10-14,10:30:00,107826
10-14,10:40:00,107818
10-14,10:50:00,107138
10-14,11:00:00,108300
10-14,11:10:00,108740
10-14,11:20:00,110028
10-14,11:30:00,111209
10-14,11:40:00,111229
10-14,11:50:00,111486
10-14,12:00:00,112573
10-14,12:10:00,114493
10-14,12:20:00,115691
10-14,12:30:00,116398
10-14,12:40:00,116041
10-14,12:50:00,116608
10-14,13:00:00,117397
10-14,13:10:00,118866
10-14,13:20:00,120119
10-14,13:30:00,119940
10-14,13:40:00,119802
10-14,13:50:00,120066
10-14,14:00:00,120085
10-14,14:10:00,121494
10-14,14:20:00,120645
10-14,14:30:00,119786
10-14,14:40:00,118815
10-14,14:50:00,117469
10-14,15:00:00,117579
10-14,15:10:00,117043
10-14,15:20:00,116513
10-14,15:30:00,113954
10-14,15:40:00,112319
10-14,15:50:00,111455
10-14,16:00:00,109817
10-14,16:10:00,107804
10-14,16:20:00,106446
10-14,16:30:00,105161
10-14,16:40:00,103665
10-14,16:50:00,102099
10-14,17:00:00,101302
10-14,17:10:00,100398
10-14,17:20:00,99793
10-14,17:30:00,100317
10-14,17:40:00,98356
10-14,17:50:00,97135
10-14,18:00:00,96478
10-14,18:10:00,95948
10-14,18:20:00,94987
10-14,18:30:00,95170
10-14,18:40:00,93901
10-14,18:50:00,92117
10-14,19:00:00,91376
10-14,19:10:00,90717
10-14,19:20:00,89864
10-14,19:30:00,88659
10-14,19:40:00,87675
10-14,19:50:00,86230
10-14,20:00:00,84706
10-14,20:10:00,83802
10-14,20:20:00,80573
10-14,20:30:00,80556
10-14,20:40:00,80542
10-14,20:50:00,78318
10-14,21:00:00,77364
10-14,21:10:00,73350
10-14,21:20:00,71882
10-14,21:30:00,71242
10-14,21:40:00,70099
10-14,21:50:00,69131
10-14,22:00:00,68139
10-14,22:10:00,61984
10-14,22:20:00,63778
10-14,22:30:00,63945
10-14,22:40:00,62797
10-14,22:50:00,62102
10-14,23:00:00,61616
10-14,23:10:00,61013
10-14,23:20:00,60838
10-14,23:30:00,60617
10-14,23:40:00,60615
10-14,23:50:00,60682
10-15,00:00:00,61193
10-15,00:10:00,61774
10-15,00:20:00,62506
10-15,00:30:00,63349
10-15,00:40:00,64771
10-15,00:50:00,66030
10-15,01:00:00,67613
10-15,01:10:00,69528
10-15,01:20:00,71000
10-15,01:30:00,72128
10-15,01:40:00,73434
10-15,01:50:00,74455
10-15,02:00:00,75537
10-15,02:10:00,77038
10-15,02:20:00,78638
10-15,02:30:00,79267
10-15,02:40:00,79690
10-15,02:50:00,81451
10-15,03:00:00,81844
10-15,03:10:00,80316
10-15,03:20:00,80715
10-15,03:30:00,81004
10-15,03:40:00,81196
10-15,03:50:00,81582
10-15,04:00:00,81585
10-15,04:10:00,82154
10-15,04:20:00,83089
10-15,04:30:00,83903
10-15,04:40:00,83998
10-15,04:50:00,84009
10-15,05:00:00,83876
10-15,05:10:00,84290
10-15,05:20:00,84524
10-15,05:30:00,84895
10-15,05:40:00,85173
10-15,05:50:00,86796
10-15,06:00:00,89011
10-15,06:10:00,90275
10-15,06:20:00,91020
10-15,06:30:00,93795
10-15,06:40:00,94870
10-15,06:50:00,95640
10-15,07:00:00,95541
10-15,07:10:00,95838
10-15,07:20:00,96659
10-15,07:30:00,98397
10-15,07:40:00,99117
10-15,07:50:00,99826
10-15,08:00:00,100403
10-15,08:10:00,100992
10-15,08:20:00,101799
10-15,08:30:00,102446
